date,os,country,spend,impressions,clicks,installs
2020-06-06,android,ZA,62.97,24308,253,83
2020-06-06,android,ZM,0.11,55,2,1
2020-06-06,ios,AD,0.01,12,0,0
2020-06-06,ios,AE,24.22,4385,80,21
2020-06-06,ios,AF,0.17,96,0,0
2020-06-06,ios,AG,0.01,9,1,0
2020-06-06,ios,AL,0.04,43,1,0
2020-06-06,ios,AM,0.13,49,0,0
2020-06-06,ios,AO,0.02,17,0,0
2020-06-06,ios,AR,7.92,4657,45,12
2020-06-06,ios,AS,0.01,4,0,0
2020-06-06,ios,AT,15.19,2046,32,10
2020-06-06,ios,AU,28.04,2855,44,18
2020-06-06,ios,AW,0.04,21,0,0
2020-06-06,ios,AZ,0.23,113,5,2
2020-06-06,ios,BA,0.06,59,0,0
2020-06-06,ios,BB,0.02,16,0,0
2020-06-06,ios,BD,0.09,26,0,0
2020-06-06,ios,BE,16.12,2658,57,17
2020-06-06,ios,BF,0.01,5,0,0
2020-06-06,ios,BH,1.82,290,2,0
2020-06-06,ios,BM,0.15,32,0,1
2020-06-06,ios,BN,0.28,53,2,0
2020-06-06,ios,BR,51.5,27603,309,100
2020-06-06,ios,BS,0.12,44,0,1
2020-06-06,ios,BY,0.53,211,10,3
2020-06-06,ios,CA,33.66,4389,61,21
2020-06-06,ios,CD,0.03,16,1,0
2020-06-06,ios,CG,0.03,7,0,0
2020-06-06,ios,CH,57.25,6127,93,33
2020-06-06,ios,CI,0.01,5,0,0
2020-06-06,ios,CL,59.76,19935,151,46
2020-06-06,ios,CN,0.05,7,0,0
2020-06-06,ios,CO,0.63,285,5,1
2020-06-06,ios,CR,0.01,12,0,0
2020-06-06,ios,CV,0.01,4,0,0
2020-06-06,ios,CW,0.03,6,0,0
2020-06-06,ios,CY,0.54,243,2,1
2020-06-06,ios,CZ,14.04,2649,54,11
2020-06-06,ios,DE,115.39,13401,277,78
2020-06-06,ios,DJ,0.14,13,0,0
2020-06-06,ios,DK,23.03,2210,31,4
2020-06-06,ios,DO,0.07,33,0,0
2020-06-06,ios,DZ,0.69,176,7,2
2020-06-06,ios,EC,1.66,823,9,7
2020-06-06,ios,EE,0.01,2,0,0
2020-06-06,ios,EG,1.19,490,15,5
2020-06-06,ios,ER,0.01,3,0,0
2020-06-06,ios,ES,44.38,12816,182,56
2020-06-06,ios,FI,7.09,530,13,2
2020-06-06,ios,FJ,0.01,1,0,0
2020-06-06,ios,FO,0.07,10,0,0
2020-06-06,ios,FR,25.84,4362,63,18
2020-06-06,ios,GA,0.01,4,0,0
2020-06-06,ios,GD,0.02,4,0,0
2020-06-06,ios,GE,2.34,1474,44,14
2020-06-06,ios,GF,0.04,21,0,0
2020-06-06,ios,GG,0.1,21,1,0
2020-06-06,ios,GH,0.23,55,3,0
2020-06-06,ios,GL,0.06,18,0,0
2020-06-06,ios,GP,0.19,47,2,0
2020-06-06,ios,GQ,0.01,2,0,0
2020-06-06,ios,GR,2.3,672,5,0
2020-06-06,ios,GT,0.01,3,0,0
2020-06-06,ios,GU,0.14,46,0,0
2020-06-06,ios,GY,0.02,16,0,0
2020-06-06,ios,HK,10.54,1060,26,6
2020-06-06,ios,HN,0.1,79,1,0
2020-06-06,ios,HR,0.85,306,5,2
2020-06-06,ios,HT,0.02,7,0,0
2020-06-06,ios,HU,9.05,2872,41,11
2020-06-06,ios,ID,8.55,4234,59,13
2020-06-06,ios,IE,4.17,687,9,5
2020-06-06,ios,IL,13.41,2553,43,14
2020-06-06,ios,IM,0.09,14,0,0
2020-06-06,ios,IN,13.78,8115,176,46
2020-06-06,ios,IQ,110.12,119090,3256,871
2020-06-06,ios,IS,0.25,30,1,0
2020-06-06,ios,IT,24.14,6042,94,21
2020-06-06,ios,JE,0.15,32,1,1
2020-06-06,ios,JM,0.01,1,0,0
2020-06-06,ios,JO,0.53,174,3,0
2020-06-06,ios,JP,49.74,5042,75,12
2020-06-06,ios,KE,0.12,34,2,1
2020-06-06,ios,KH,0.14,65,4,0
2020-06-06,ios,KN,0.02,6,0,0
2020-06-06,ios,KR,15.46,1202,25,9
2020-06-06,ios,KW,31.73,4839,82,29
2020-06-06,ios,KY,0.03,4,0,0
2020-06-06,ios,KZ,5.36,3085,53,11
2020-06-06,ios,LA,0.02,16,0,0
2020-06-06,ios,LB,1.27,349,6,1
2020-06-06,ios,LC,0.02,7,0,0
2020-06-06,ios,LI,0.02,7,0,0
2020-06-06,ios,LK,0.16,97,1,0
2020-06-06,ios,LT,0.02,5,0,0
2020-06-06,ios,LU,0.26,49,1,0
2020-06-06,ios,LV,0.11,8,0,1
2020-06-06,ios,LY,0.1,131,2,1
2020-06-06,ios,MA,1.7,355,5,1
2020-06-06,ios,MC,0.04,4,0,0
2020-06-06,ios,MD,0.01,7,0,0
2020-06-06,ios,ME,0.11,30,1,0
2020-06-06,ios,MG,0.31,8,0,0
2020-06-06,ios,MK,0.01,7,0,0
2020-06-06,ios,ML,0.06,16,1,1
2020-06-06,ios,MM,0.19,128,2,1
2020-06-06,ios,MN,0.07,45,2,0
2020-06-06,ios,MO,0.01,3,0,0
2020-06-06,ios,MP,0.02,3,0,0
2020-06-06,ios,MQ,0.01,10,0,0
2020-06-06,ios,MR,0.01,6,0,0
2020-06-06,ios,MU,0.02,13,0,0
2020-06-06,ios,MV,0.13,52,0,0
2020-06-06,ios,MX,40.44,17727,179,49
2020-06-06,ios,MY,14.1,4941,47,14
2020-06-06,ios,MZ,0.03,13,0,0
2020-06-06,ios,NA,0.07,23,0,0
2020-06-06,ios,NC,0.04,12,0,0
2020-06-06,ios,NG,0.45,141,6,0
2020-06-06,ios,NI,0.08,26,1,0
2020-06-06,ios,NL,39.18,4962,107,30
2020-06-06,ios,NO,17.08,1173,17,2
2020-06-06,ios,NZ,4.52,607,6,2
2020-06-06,ios,OM,1.73,592,16,4
2020-06-06,ios,PA,0.22,76,2,1
2020-06-06,ios,PE,1.2,599,2,0
2020-06-06,ios,PF,0.01,5,0,0
2020-06-06,ios,PH,5.92,3147,28,8
2020-06-06,ios,PK,0.52,259,9,2
2020-06-06,ios,PL,43.78,8162,92,19
2020-06-06,ios,PM,0.03,10,0,0
2020-06-06,ios,PR,1.5,408,6,0
2020-06-06,ios,PS,0.18,125,6,2
2020-06-06,ios,PT,4.81,1539,19,5
2020-06-06,ios,PY,0.01,5,0,0
2020-06-06,ios,QA,9.35,1009,24,4
2020-06-06,ios,RE,0.23,50,0,0
2020-06-06,ios,RO,10.12,3119,46,13
2020-06-06,ios,RS,0.02,7,0,1
2020-06-06,ios,RU,89.92,30045,522,141
2020-06-06,ios,RW,0.01,1,0,0
2020-06-06,ios,SA,82.39,15977,291,111
2020-06-06,ios,SC,0.01,4,2,0
2020-06-06,ios,SE,25.57,2472,54,12
2020-06-06,ios,SG,3.63,351,4,3
2020-06-06,ios,SI,0.36,59,1,0
2020-06-06,ios,SJ,0.01,2,0,0
2020-06-06,ios,SK,7.16,1571,29,7
2020-06-06,ios,SL,0.01,2,0,0
2020-06-06,ios,SN,0.03,23,3,0
2020-06-06,ios,SR,0.01,5,0,0
2020-06-06,ios,SV,0.24,74,1,0
2020-06-06,ios,TD,0.01,3,0,0
2020-06-06,ios,TH,13.71,4404,63,17
2020-06-06,ios,TN,0.03,29,0,0
2020-06-06,ios,TR,54.24,39268,399,90
2020-06-06,ios,TT,0.03,20,1,1
2020-06-06,ios,TW,49.07,6064,83,19
2020-06-06,ios,TZ,0.06,29,0,0
2020-06-06,ios,UA,40.98,12542,188,52
2020-06-06,ios,UG,0.04,8,0,0
2020-06-06,ios,UK,165.04,23093,264,82
2020-06-06,ios,US,1045.94,110530,1184,343
2020-06-06,ios,UY,0.02,9,0,0
2020-06-06,ios,VE,0.14,121,0,0
2020-06-06,ios,VI,0.08,21,0,0
2020-06-06,ios,VN,9.04,2862,59,14
2020-06-06,ios,XK,0.16,79,2,0
2020-06-06,ios,YT,0.01,4,0,0
2020-06-06,ios,ZA,11.21,3275,33,7
2020-06-06,ios,ZM,0.02,7,0,0
2020-06-06,ios,ZW,0.01,9,0,0
2020-06-07,android,AD,0.07,27,1,0
2020-06-07,android,AE,2.76,848,22,8
2020-06-07,android,AF,0.06,113,5,2
2020-06-07,android,AG,0.02,26,2,1
2020-06-07,android,AL,0.06,42,1,1
2020-06-07,android,AM,0.02,8,0,0
2020-06-07,android,AO,0.01,15,0,0
2020-06-07,android,AR,14.49,13139,366,116
2020-06-07,android,AS,0.05,20,0,0
2020-06-07,android,AT,22.59,3125,30,12
2020-06-07,android,AU,34.08,3026,34,18
2020-06-07,android,AW,0.05,36,0,1
2020-06-07,android,AZ,0.07,69,6,2
2020-06-07,android,BA,2.97,3050,47,16
2020-06-07,android,BB,0.05,43,4,2
2020-06-07,android,BD,0.35,350,20,13
2020-06-07,android,BE,23.86,4531,67,25
2020-06-07,android,BF,0.02,31,3,0
2020-06-07,android,BG,1.41,706,10,4
2020-06-07,android,BH,1.19,245,9,2
2020-06-07,android,BJ,0.03,9,0,0
2020-06-07,android,BM,0.12,34,0,0
2020-06-07,android,BN,0.38,199,2,2
2020-06-07,android,BR,46.4,26282,576,250
2020-06-07,android,BS,0.34,105,0,0
2020-06-07,android,BW,0.08,26,0,0
2020-06-07,android,BY,2.87,1665,65,22
2020-06-07,android,BZ,0.01,18,0,0
2020-06-07,android,CA,38.31,4200,47,18
2020-06-07,android,CD,0.07,38,0,0
2020-06-07,android,CF,0.01,1,0,0
2020-06-07,android,CH,64.58,5739,88,30
2020-06-07,android,CK,0.01,12,0,0
2020-06-07,android,CL,31.62,21556,278,115
2020-06-07,android,CM,0.04,9,0,0
2020-06-07,android,CO,4.27,3533,52,31
2020-06-07,android,CR,1.53,864,11,7
2020-06-07,android,CV,0.07,70,3,1
2020-06-07,android,CW,0.01,6,0,0
2020-06-07,android,CY,0.87,410,4,2
2020-06-07,android,CZ,45.62,9697,225,86
2020-06-07,android,DE,241.45,32807,721,288
2020-06-07,android,DK,13.97,1246,24,6
2020-06-07,android,DM,0.04,5,0,0
2020-06-07,android,DO,2.09,772,28,11
2020-06-07,android,DZ,3.24,4671,188,108
2020-06-07,android,EC,0.94,722,13,9
2020-06-07,android,EG,5.57,4788,170,81
2020-06-07,android,ES,33.09,12459,230,69
2020-06-07,android,ET,0.04,41,4,2
2020-06-07,android,FI,8.44,927,12,7
2020-06-07,android,FJ,0.09,68,1,1
2020-06-07,android,FO,0.04,5,0,0
2020-06-07,android,FR,55.61,10378,130,58
2020-06-07,android,GA,0.01,23,1,1
2020-06-07,android,GE,2.67,1806,51,27
2020-06-07,android,GF,0.7,127,0,0
2020-06-07,android,GG,0.3,23,0,0
2020-06-07,android,GH,0.3,147,0,0
2020-06-07,android,GI,0.03,6,0,0
2020-06-07,android,GL,0.06,47,1,1
2020-06-07,android,GN,0.01,9,0,0
2020-06-07,android,GP,1.44,158,6,1
2020-06-07,android,GR,10.32,3963,75,29
2020-06-07,android,GU,0.14,71,0,0
2020-06-07,android,GY,0.04,31,1,1
2020-06-07,android,HK,3.53,326,6,1
2020-06-07,android,HN,1.07,878,16,4
2020-06-07,android,HR,12.53,5336,73,28
2020-06-07,android,HU,43.68,16795,229,79
2020-06-07,android,ID,16.66,14890,317,77
2020-06-07,android,IE,6.39,1126,14,7
2020-06-07,android,IL,11.84,2455,57,15
2020-06-07,android,IM,0.02,6,0,0
2020-06-07,android,IN,11.18,12643,438,195
2020-06-07,android,IQ,27.16,33167,1837,708
2020-06-07,android,IS,0.14,37,1,0
2020-06-07,android,IT,49.84,15037,192,61
2020-06-07,android,JE,0.15,36,1,0
2020-06-07,android,JO,0.66,475,19,6
2020-06-07,android,JP,12.53,1510,29,10
2020-06-07,android,KE,0.85,470,4,3
2020-06-07,android,KH,0.63,344,13,6
2020-06-07,android,KM,0.01,4,0,0
2020-06-07,android,KN,0.1,8,0,0
2020-06-07,android,KR,27.28,2649,64,13
2020-06-07,android,KW,1.85,659,17,8
2020-06-07,android,KY,0.01,12,1,1
2020-06-07,android,KZ,4.22,2880,77,26
2020-06-07,android,LA,0.11,214,5,1
2020-06-07,android,LB,2.69,1500,46,19
2020-06-07,android,LC,0.01,11,0,0
2020-06-07,android,LI,0.03,5,0,0
2020-06-07,android,LK,0.29,280,3,2
2020-06-07,android,LT,0.7,288,5,4
2020-06-07,android,LU,0.21,43,0,1
2020-06-07,android,LY,0.27,1238,32,20
2020-06-07,android,MA,8.82,6002,142,56
2020-06-07,android,MC,0.01,2,0,0
2020-06-07,android,ME,0.06,40,0,0
2020-06-07,android,MF,0.04,12,1,0
2020-06-07,android,MG,0.11,26,2,1
2020-06-07,android,ML,0.03,24,2,1
2020-06-07,android,MM,1.17,2265,60,24
2020-06-07,android,MN,0.15,251,9,7
2020-06-07,android,MP,0.06,35,0,0
2020-06-07,android,MQ,0.18,39,1,1
2020-06-07,android,MR,0.01,4,0,0
2020-06-07,android,MU,0.82,385,4,2
2020-06-07,android,MV,0.2,118,2,1
2020-06-07,android,MW,0.02,5,0,0
2020-06-07,android,MX,9.57,5001,68,37
2020-06-07,android,MY,30.62,15297,247,103
2020-06-07,android,MZ,0.09,39,0,0
2020-06-07,android,NA,1.03,454,4,0
2020-06-07,android,NC,0.27,87,2,1
2020-06-07,android,NG,0.5,263,6,1
2020-06-07,android,NI,0.32,359,5,2
2020-06-07,android,NL,35.87,4539,85,48
2020-06-07,android,NO,25.53,1902,20,10
2020-06-07,android,NP,0.03,267,6,10
2020-06-07,android,NU,0.01,4,0,0
2020-06-07,android,NZ,12.67,1628,12,5
2020-06-07,android,OM,0.53,154,7,0
2020-06-07,android,PA,1.91,652,15,7
2020-06-07,android,PE,7.13,3555,55,28
2020-06-07,android,PF,0.02,18,1,1
2020-06-07,android,PG,0.02,33,0,0
2020-06-07,android,PH,3.86,3675,54,37
2020-06-07,android,PK,2.92,2709,69,62
2020-06-07,android,PL,105.51,32255,402,174
2020-06-07,android,PR,1.37,435,3,1
2020-06-07,android,PS,0.69,562,5,4
2020-06-07,android,PT,8.34,3253,50,20
2020-06-07,android,QA,3.72,666,18,6
2020-06-07,android,RE,1.56,492,3,1
2020-06-07,android,RO,15.03,5350,104,51
2020-06-07,android,RU,59.22,18758,423,160
2020-06-07,android,SA,22.19,6487,157,75
2020-06-07,android,SC,0.01,13,0,0
2020-06-07,android,SE,30.69,2913,51,14
2020-06-07,android,SG,7.96,1030,19,8
2020-06-07,android,SI,1.8,627,5,6
2020-06-07,android,SK,28.08,7019,132,55
2020-06-07,android,SL,0.02,17,2,0
2020-06-07,android,SN,0.21,109,5,3
2020-06-07,android,SO,0.01,28,0,0
2020-06-07,android,SR,0.01,26,0,1
2020-06-07,android,SS,0.01,6,0,0
2020-06-07,android,ST,0.01,5,0,0
2020-06-07,android,SV,2.07,1481,15,4
2020-06-07,android,SX,0.04,9,0,0
2020-06-07,android,SZ,0.02,10,1,0
2020-06-07,android,TC,0.01,3,0,0
2020-06-07,android,TG,0.01,9,1,1
2020-06-07,android,TH,19.9,10077,165,69
2020-06-07,android,TL,0.01,8,0,0
2020-06-07,android,TN,0.23,255,7,5
2020-06-07,android,TR,67.27,51358,762,172
2020-06-07,android,TT,1.76,302,10,2
2020-06-07,android,TW,14.44,2239,48,13
2020-06-07,android,TZ,0.37,198,5,0
2020-06-07,android,UA,15.03,6985,206,70
2020-06-07,android,UG,0.02,15,1,0
2020-06-07,android,UK,67.5,9593,131,53
2020-06-07,android,US,594.18,59608,622,276
2020-06-07,android,VC,0.05,16,0,0
2020-06-07,android,VE,0.19,291,9,2
2020-06-07,android,VG,0.01,4,0,0
2020-06-07,android,VI,0.15,31,0,0
2020-06-07,android,VN,5.58,2656,55,14
2020-06-07,android,WS,0.01,5,0,0
2020-06-07,android,XK,0.17,82,3,0
2020-06-07,android,YE,0.03,19,0,0
2020-06-07,android,YT,0.04,29,0,0
2020-06-07,android,ZA,55.13,18481,198,77
2020-06-07,android,ZM,0.08,47,1,0
2020-06-07,android,ZW,0.03,13,0,0
2020-06-07,ios,AD,0.03,25,1,0
2020-06-07,ios,AE,20.07,3249,56,22
2020-06-07,ios,AF,0.26,108,0,0
2020-06-07,ios,AG,0.08,16,0,0
2020-06-07,ios,AL,0.14,73,1,1
2020-06-07,ios,AM,0.05,27,2,0
2020-06-07,ios,AO,0.03,32,0,0
2020-06-07,ios,AR,7.27998,4150,54,19
2020-06-07,ios,AS,0.03,10,0,0
2020-06-07,ios,AT,18.85,2510,42,15
2020-06-07,ios,AU,31.88,3405,42,13
2020-06-07,ios,AW,0.06,21,0,0
2020-06-07,ios,AZ,0.35,110,4,0
2020-06-07,ios,BA,0.28,206,3,1
2020-06-07,ios,BB,0.04,29,2,0
2020-06-07,ios,BD,0.25,81,0,0
2020-06-07,ios,BE,15.44,2647,51,7
2020-06-07,ios,BF,0.03,7,1,1
2020-06-07,ios,BG,0.07,27,0,0
2020-06-07,ios,BH,4.68,688,21,4
2020-06-07,ios,BJ,0.07,9,1,0
2020-06-07,ios,BM,1.08,122,1,1
2020-06-07,ios,BN,2.23,110,1,0
2020-06-07,ios,BO,0.01,6,0,0
2020-06-07,ios,BR,57.68,26489,332,109
2020-06-07,ios,BS,0.34,100,1,0
2020-06-07,ios,BW,0.01,6,0,0
2020-06-07,ios,BY,1.53,664,20,3
2020-06-07,ios,BZ,0.01,19,0,0
2020-06-07,ios,CA,43.78,5179,90,24
2020-06-07,ios,CD,0.03,28,1,0
2020-06-07,ios,CG,0.06,7,0,0
2020-06-07,ios,CH,89.63,8798,136,50
2020-06-07,ios,CL,68.1291,21669,194,57
2020-06-07,ios,CM,0.01,4,1,0
2020-06-07,ios,CN,0.11,16,2,1
2020-06-07,ios,CO,0.9,534,3,0
2020-06-07,ios,CR,0.1,20,0,0
2020-06-07,ios,CV,0.02,21,0,0
2020-06-07,ios,CW,0.06,17,0,0
2020-06-07,ios,CY,0.76,350,5,0
2020-06-07,ios,CZ,14.2698,3057,53,20
2020-06-07,ios,DE,169.2,18931,367,117
2020-06-07,ios,DJ,0.09,22,0,0
2020-06-07,ios,DK,25.74,2632,40,9
2020-06-07,ios,DM,0.01,5,0,0
2020-06-07,ios,DO,2.95,586,10,3
2020-06-07,ios,DZ,0.64,404,12,3
2020-06-07,ios,EC,1.83,773,9,3
2020-06-07,ios,EE,0.03,8,0,0
2020-06-07,ios,EG,2.74,965,34,6
2020-06-07,ios,ES,35.68,10915,158,45
2020-06-07,ios,ET,0.02,33,0,0
2020-06-07,ios,FI,5.11,460,17,6
2020-06-07,ios,FJ,0.02,12,1,0
2020-06-07,ios,FK,0.01,2,0,0
2020-06-07,ios,FO,0.05,19,0,0
2020-06-07,ios,FR,32.62,5534,84,22
2020-06-07,ios,GA,0.03,9,0,0
2020-06-07,ios,GD,0.01,7,0,0
2020-06-07,ios,GE,2.02,1477,59,12
2020-06-07,ios,GF,0.5,99,0,0
2020-06-07,ios,GG,0.49,63,0,0
2020-06-07,ios,GH,0.29,66,3,2
2020-06-07,ios,GI,0.04,10,0,0
2020-06-07,ios,GL,0.09,21,0,0
2020-06-07,ios,GM,0.01,4,1,1
2020-06-07,ios,GN,0.02,7,1,0
2020-06-07,ios,GP,1.46,136,1,1
2020-06-07,ios,GQ,0.01,1,0,0
2020-06-07,ios,GR,2.20999,813,10,2
2020-06-07,ios,GT,0.03,7,0,0
2020-06-07,ios,GU,0.34,87,2,0
2020-06-07,ios,GY,0.05,21,0,0
2020-06-07,ios,HK,8.17,811,21,6
2020-06-07,ios,HN,1.23,349,6,1
2020-06-07,ios,HR,1.06,482,10,4
2020-06-07,ios,HT,0.04,12,0,0
2020-06-07,ios,HU,12.37,4851,64,23
2020-06-07,ios,ID,10.6296,4849,62,11
2020-06-07,ios,IE,2.44,482,3,1
2020-06-07,ios,IL,12.15,2729,35,6
2020-06-07,ios,IM,0.06,13,0,0
2020-06-07,ios,IN,15.09,7865,146,40
2020-06-07,ios,IQ,97.27,96558,2380,669
2020-06-07,ios,IS,0.18,27,0,0
2020-06-07,ios,IT,17.72,5222,66,12
2020-06-07,ios,JE,0.12,53,0,1
2020-06-07,ios,JO,0.61,213,1,1
2020-06-07,ios,JP,41.84,5282,120,24
2020-06-07,ios,KE,0.61,110,0,0
2020-06-07,ios,KH,0.48,222,3,0
2020-06-07,ios,KM,0.01,1,0,0
2020-06-07,ios,KN,0.05,9,0,0
2020-06-07,ios,KR,15.66,1310,33,9
2020-06-07,ios,KW,35.0,4389,64,24
2020-06-07,ios,KY,0.07,14,2,1
2020-06-07,ios,KZ,6.77986,3286,56,12
2020-06-07,ios,LA,0.1,44,3,0
2020-06-07,ios,LB,3.48,840,14,5
2020-06-07,ios,LC,0.01,7,0,0
2020-06-07,ios,LI,0.1,23,0,0
2020-06-07,ios,LK,0.43,175,9,1
2020-06-07,ios,LR,0.02,5,0,0
2020-06-07,ios,LT,0.02,8,0,0
2020-06-07,ios,LU,0.41,79,2,0
2020-06-07,ios,LV,0.08,13,0,0
2020-06-07,ios,LY,0.22,290,9,0
2020-06-07,ios,MA,1.76,724,15,5
2020-06-07,ios,MD,0.01,11,0,0
2020-06-07,ios,ME,0.09,43,2,0
2020-06-07,ios,MF,0.01,4,0,0
2020-06-07,ios,MG,0.03,8,0,0
2020-06-07,ios,ML,0.04,16,0,0
2020-06-07,ios,MM,0.58,233,6,1
2020-06-07,ios,MN,0.3,122,3,2
2020-06-07,ios,MO,0.06,3,1,1
2020-06-07,ios,MP,0.07,12,0,0
2020-06-07,ios,MQ,0.14,37,1,0
2020-06-07,ios,MU,0.22,88,0,0
2020-06-07,ios,MV,0.42,165,1,0
2020-06-07,ios,MW,0.03,4,0,0
2020-06-07,ios,MX,29.97,13552,147,30
2020-06-07,ios,MY,15.21,6358,93,15
2020-06-07,ios,MZ,0.26,55,0,0
2020-06-07,ios,NA,0.58,145,0,0
2020-06-07,ios,NC,0.86,75,2,1
2020-06-07,ios,NG,0.83,286,8,3
2020-06-07,ios,NI,0.21,84,0,0
2020-06-07,ios,NL,36.11,4071,64,22
2020-06-07,ios,NO,19.41,1326,13,3
2020-06-07,ios,NP,0.08,61,1,1
2020-06-07,ios,NZ,6.30998,819,8,1
2020-06-07,ios,OM,3.21,792,13,5
2020-06-07,ios,PA,3.14,442,7,0
2020-06-07,ios,PE,1.79,742,4,1
2020-06-07,ios,PF,0.07,18,0,0
2020-06-07,ios,PH,4.76,2384,31,2
2020-06-07,ios,PK,1.43,549,16,4
2020-06-07,ios,PL,29.09,6706,64,19
2020-06-07,ios,PM,0.03,11,0,0
2020-06-07,ios,PR,2.94,686,12,2
2020-06-07,ios,PS,0.33,199,10,4
2020-06-07,ios,PT,6.78,2155,28,9
2020-06-07,ios,PW,0.02,3,0,0
2020-06-07,ios,PY,0.04,29,3,0
2020-06-07,ios,QA,16.86,1505,34,14
2020-06-07,ios,RE,1.16,204,3,0
2020-06-07,ios,RO,8.20986,2824,46,17
2020-06-07,ios,RS,0.03,10,0,1
2020-06-07,ios,RU,158.892,48927,891,219
2020-06-07,ios,SA,103.63,19309,385,136
2020-06-07,ios,SC,0.01,6,0,0
2020-06-07,ios,SE,29.6,2684,50,14
2020-06-07,ios,SG,3.25,343,5,4
2020-06-07,ios,SI,0.59,123,1,0
2020-06-07,ios,SK,13.0098,2772,36,10
2020-06-07,ios,SL,0.01,8,0,0
2020-06-07,ios,SN,0.34,141,3,0
2020-06-07,ios,SO,0.02,9,0,0
2020-06-07,ios,SR,0.03,10,0,0
2020-06-07,ios,SS,0.01,2,0,0
2020-06-07,ios,SV,0.92,396,9,2
2020-06-07,ios,SX,0.01,4,0,0
2020-06-07,ios,TC,0.07,8,0,0
2020-06-07,ios,TH,18.74,6138,97,27
2020-06-07,ios,TN,0.04,57,1,0
2020-06-07,ios,TO,0.03,4,0,0
2020-06-07,ios,TR,59.08,38211,419,90
2020-06-07,ios,TT,0.35,110,1,0
2020-06-07,ios,TW,32.32,4902,70,17
2020-06-07,ios,TZ,0.17,117,2,0
2020-06-07,ios,UA,31.3398,10340,154,48
2020-06-07,ios,UG,0.04,12,0,1
2020-06-07,ios,UK,153.86,20723,274,77
2020-06-07,ios,US,1035.35,101292,1143,378
2020-06-07,ios,UY,0.02,24,0,2
2020-06-07,ios,UZ,0.01,7,0,0
2020-06-07,ios,VE,0.23,241,3,0
2020-06-07,ios,VG,0.01,5,0,0
2020-06-07,ios,VI,0.84,68,1,0
2020-06-07,ios,VN,9.14,2858,67,14
2020-06-07,ios,XK,0.22,89,4,0
2020-06-07,ios,YE,0.1,39,0,0
2020-06-07,ios,YT,0.04,12,0,0
2020-06-07,ios,ZA,14.69,3654,24,11
2020-06-07,ios,ZM,0.04,13,0,0
2020-06-07,ios,ZW,0.02,31,0,0
2020-06-08,android,AD,0.02,11,1,0
2020-06-08,android,AE,1.52,302,7,6
2020-06-08,android,AF,0.08,86,1,0
2020-06-08,android,AG,0.01,8,0,0
2020-06-08,android,AL,0.19,39,0,0
2020-06-08,android,AO,0.02,10,0,0
2020-06-08,android,AR,8.42,7769,186,65
2020-06-08,android,AT,12.9,1536,15,4
2020-06-08,android,AU,27.06,1956,18,11
2020-06-08,android,AW,0.06,41,2,1
2020-06-08,android,BA,3.72,3164,49,27
2020-06-08,android,BB,0.02,13,1,0
2020-06-08,android,BD,0.17,289,9,8
2020-06-08,android,BE,14.69,2231,24,13
2020-06-08,android,BG,1.22,691,9,6
2020-06-08,android,BH,2.67,315,9,4
2020-06-08,android,BJ,0.01,9,0,0
2020-06-08,android,BM,0.23,34,0,0
2020-06-08,android,BN,0.78,355,6,3
2020-06-08,android,BR,25.52,15465,352,153
2020-06-08,android,BS,0.1,36,1,1
2020-06-08,android,BW,0.03,29,0,0
2020-06-08,android,BY,2.16,802,27,11
2020-06-08,android,BZ,0.01,22,0,0
2020-06-08,android,CA,42.44,3542,41,15
2020-06-08,android,CD,0.01,32,0,0
2020-06-08,android,CH,41.85,3148,45,22
2020-06-08,android,CL,26.22,16258,221,121
2020-06-08,android,CM,0.03,11,0,0
2020-06-08,android,CO,4.48,4070,51,32
2020-06-08,android,CR,1.45,901,7,4
2020-06-08,android,CV,0.16,125,5,0
2020-06-08,android,CW,0.02,4,0,1
2020-06-08,android,CY,0.44,230,2,0
2020-06-08,android,CZ,26.8,5313,78,32
2020-06-08,android,DE,118.54,12222,195,88
2020-06-08,android,DJ,0.02,16,0,0
2020-06-08,android,DK,9.19,609,12,4
2020-06-08,android,DO,6.9,1590,49,15
2020-06-08,android,DZ,3.23,4303,158,62
2020-06-08,android,EC,0.93,860,16,8
2020-06-08,android,EG,3.49,3137,108,43
2020-06-08,android,ES,18.78,4642,69,37
2020-06-08,android,ET,0.05,40,2,0
2020-06-08,android,FI,1.95,194,4,2
2020-06-08,android,FJ,0.08,38,2,0
2020-06-08,android,FO,0.02,4,1,0
2020-06-08,android,FR,59.01,8798,111,39
2020-06-08,android,GD,0.02,5,0,0
2020-06-08,android,GE,2.26,1761,51,25
2020-06-08,android,GF,1.05,191,4,1
2020-06-08,android,GG,0.1,8,0,0
2020-06-08,android,GH,0.14,87,2,1
2020-06-08,android,GL,0.02,19,0,0
2020-06-08,android,GN,0.01,7,0,0
2020-06-08,android,GP,2.06,236,8,3
2020-06-08,android,GR,5.04,1701,20,6
2020-06-08,android,GU,0.1,40,0,0
2020-06-08,android,GW,0.01,2,0,0
2020-06-08,android,GY,0.03,19,0,0
2020-06-08,android,HK,1.31,123,4,3
2020-06-08,android,HN,1.81,1119,14,3
2020-06-08,android,HR,5.01,2164,18,6
2020-06-08,android,HT,0.02,9,0,0
2020-06-08,android,HU,15.28,6005,63,26
2020-06-08,android,ID,17.22,10998,218,80
2020-06-08,android,IE,2.48,496,5,4
2020-06-08,android,IL,4.28,686,7,9
